,label,short,word
825,0,強制執行之競合,"['強制', '執行', '之', '競合']"
826,0,執行酒測機關應踐行之正當法律程序,"['執行', '酒測', '機關', '應踐', '行之正當', '法律', '程序']"
827,0,家事事件法中之收養非訟事件—從實體法的觀點,"['家事', '事件', '法中', '之', '收養', '非訟', '事件', '—', '從', '實體法', '的', '觀點']"
828,0,不完全履行與不完全給付,"['不', '完全', '履行', '與', '不', '完全', '給付']"
829,0,我國不當得利法的問題和未來構想,"['我國', '不當', '得利', '法', '的', '問題', '和', '未來', '構想']"
830,0,美國網路安全的政策戰略演進及當前立法重點,"['美國', '網路', '安全', '的', '政策', '戰略演', '進及', '當前', '立法', '重點']"
831,0,第三人撤銷訴訟與案外人申請再審制度的銜接可能,"['第三人', '撤銷', '訴訟', '與', '案外人', '申請', '再審', '制度', '的', '銜接', '可能']"
832,0,司法改革細節：法官說理義務,"['司法', '改革', '細節', '：', '法官', '說理義務']"
833,0,對占有物費用支出償還之探討－－以我國民法第954、955及957條規定為中心,"['對', '占有物', '費用', '支出', '償還', '之', '探討', '－', '－', '以', '我國', '民法', '第', '954', '、', '955', '及', '957', '條規定', '為', '中心']"
834,0,155條第四項連續交易炒作股價之問題整理,"['155', '條', '第四', '項連續', '交易', '炒作', '股價', '之', '問題', '整理']"
835,0,刑事程序限制出境(海)之規範與實際問題,"['刑事', '程序', '限制', '出境', '(', '海', ')', '之規範', '與', '實際', '問題']"
836,0,反對歐洲民法典,"['反對', '歐洲', '民法典']"
837,0,德國不當得利法的構造與中國不當得利法的完善,"['德國', '不當', '得利', '法', '的', '構造', '與', '中國', '不當', '得利', '法', '的', '完善']"
838,0,美國信息安全的威脅、政策和法律,"['美國', '信息安全', '的', '威脅', '、', '政策', '和', '法律']"
839,0,日本民法的動物責任,"['日本', '民法', '的', '動物責任']"
840,0,102年度民事實務見解回顧(二)法律行為（民法總則）,"['102', '年度', '民事', '實務', '見解', '回顧', '(', '二', ')', '法律', '行為', '（', '民法總則', '）']"
841,0,訴請董事會決議不存在與權利濫用─高等法院98年度上更（三）字第62號民事判決,"['訴請', '董事', '會', '決議', '不', '存在', '與', '權利', '濫用', '─', '高等法院', '98', '年度', '上', '更', '（', '三', '）', '字', '第', '62', '號', '民事', '判決']"
842,0,民法第1112條之1適用問題(102年度台簡抗字第48號裁定),"['民法', '第', '1112', '條之', '1', '適用', '問題', '(', '102', '年度', '台', '簡抗', '字', '第', '48', '號', '裁定', ')']"
843,0,保證債權消滅時效之中斷──保證債務之繼承人是否為民法第747條所稱之保證人？／最高院99台上2292判決,"['保證', '債權', '消滅', '時效', '之中', '斷', '─', '─', '保證', '債務', '之', '繼承人', '是否', '為', '民法', '第', '747', '條所稱', '之', '保證', '人', '？', '／', '最高院', '99', '台上', '2292', '判決']"
844,0,論不當得利一般條款置於民法典總則－－基於義大利法與羅馬法的思考 ,"['論不當', '得利', '一般', '條款', '置', '於', '民法典', '總則', '－', '－', '基', '於', '義', '大利', '法與羅馬法', '的', '思考', ' ']"
845,0,對我國當前民法“體系”的觀察與思考－－以《物權法》為例,"['對', '我國', '當前', '民法', '“', '體系', '”', '的', '觀察', '與', '思考', '－', '－', '以', '《', '物權', '法', '》', '為例']"
846,0,侵權法上過失的客體－－一種解釋論模式的檢討,"['侵權', '法上', '過失', '的', '客體', '－', '－', '一種', '解釋論', '模式', '的', '檢討']"
847,0,論缺陷產品預防性除險責任－－以《侵權責任法》第45條為中心,"['論', '缺陷', '產品', '預防性', '除險', '責任', '－', '－', '以', '《', '侵權責', '任法', '》', '第', '45', '條為', '中心']"
848,0,從《公民權利和政治權利國際公約》第14條第5款看最高人民法院對刑事案件的一審管轄權,"['從', '《', '公民', '權利', '和', '政治', '權利', '國際', '公約', '》', '第', '14', '條第', '5', '款', '看', '最高人民法院', '對', '刑事案件', '的', '一審', '管轄權']"
849,0,判決效力擴張於系爭物受讓人之判準,"['判決', '效力', '擴張', '於', '系爭物', '受讓', '人之判準']"
850,0,我國服務合同一般規則的建構,"['我國', '服務', '合同', '一般', '規則', '的', '建構']"
851,0,人權保障：現代私法的基本價值取向,"['人權', '保障', '：', '現代', '私法', '的', '基本', '價值', '取向']"
852,0,從商事法的角度看待中國未來民法典的制定,"['從', '商事法', '的', '角度', '看待', '中國', '未來', '民法典', '的', '制定']"
853,0,論電腦犯罪及其立法完善,"['論電腦', '犯罪', '及其', '立法', '完善']"
854,0,民法第166-1條不適於施行之初探,"['民法', '第', '166', '-', '1', '條不適', '於', '施行', '之', '初探']"
855,0,民法第195條之1修正草案擬增訂懲罰性賠償制度相關問題探討,"['民法', '第', '195', '條之', '1', '修正', '草案', '擬增訂', '懲罰性', '賠償', '制度', '相關', '問題', '探討']"
856,0,未定期限無償地上權之終止─最高法院100年度台上字第599號判決,"['未定', '期限', '無償', '地上', '權之', '終止', '─', '最高法院', '100', '年度', '台上', '字', '第', '599', '號判決']"
857,0,論債法總則的體系地位與規範結構,"['論債法', '總則', '的', '體系', '地位', '與', '規範', '結構']"
858,0,從裁判實務看無因管理制度的體系定位－－以無因管理與不當得利之關係為切入,"['從', '裁判', '實務', '看無因', '管理制度', '的', '體系', '定位', '－', '－', '以無因', '管理', '與', '不當', '得利', '之關', '係', '為', '切入']"
859,0,德屆刑法電腦犯罪修正案研究,"['德屆', '刑法', '電腦', '犯罪', '修正案', '研究']"
860,0,對權利本位的質疑與超越,"['對', '權利', '本位', '的', '質疑', '與', '超越']"
861,0,中國卓越法律人才培養機制研究,"['中國', '卓越', '法律', '人才', '培養', '機制', '研究']"
862,0,我國新修正食品衛生管理法之解析與反省：回應食安危機,"['我國', '新', '修正', '食品', '衛生', '管理法', '之', '解析', '與', '反省', '：', '回應食', '安危', '機']"
863,0,社會抗爭與刑法的極限──關廠工人臥軌刑事案件法律研討會,"['社會', '抗爭', '與', '刑法', '的', '極限', '─', '─', '關廠', '工人', '臥軌', '刑事案件', '法律', '研討會']"
864,0,Maryland v. King（四）－－合法逮捕之附帶搜索的例行性羈押程序之DNA檢測,"['Maryland', ' ', 'v', '.', ' ', 'King', '（', '四', '）', '－', '－', '合法', '逮捕', '之', '附帶', '搜索', '的', '例行', '性羈', '押', '程序', '之', 'DNA', '檢測']"
865,0,論潛在損害的訴訟時效,"['論潛', '在', '損害', '的', '訴訟', '時效']"
866,0,英美侵權法中的因果關係－－法律傳統和法律政策視角下的考察,"['英美', '侵權', '法中', '的', '因果', '關', '係', '－', '－', '法律', '傳統', '和', '法律', '政策', '視角下', '的', '考察']"
867,0,大法官釋字第587號解釋之評析－－信任與安定之恆古的家庭制度設計,"['大法官', '釋字', '第', '587', '號解釋', '之', '評析', '－', '－', '信任', '與', '安定', '之恆古', '的', '家庭', '制度', '設計']"
868,0,善意父母原則之內涵與落實－－兼評民法第1055條之1之修正,"['善意', '父母', '原則', '之', '內涵', '與', '落實', '－', '－', '兼評', '民法', '第', '1055', '條之', '1', '之', '修正']"
869,0,失落的道德線──食用油事件之省思,"['失落', '的', '道德', '線', '─', '─', '食用油', '事件', '之', '省思']"
870,0,民商合一制之問題研究──以民法第127條第8款規範內容之現代化問題（智財法院97民專訴61判決）為中心,"['民商', '合一', '制之', '問題', '研究', '─', '─', '以', '民法', '第', '127', '條第', '8', '款', '規範內容', '之', '現代化', '問題', '（', '智財', '法院', '97', '民專訴', '61', '判決', '）', '為', '中心']"
871,0,合理保密措施與客戶資訊之營業秘密保護／最高院102台上235民事判決,"['合理', '保密', '措施', '與', '客戶', '資訊', '之', '營業', '秘密', '保護', '／', '最高院', '102', '台上', '235', '民事', '判決']"
872,0,中國需要什麼樣的民法典,"['中國', '需要', '什麼樣', '的', '民法典']"
873,0,性別主流化與女性人身安全保障－－從臺灣經驗出發,"['性別', '主流', '化', '與', '女性', '人身安全', '保障', '－', '－', '從', '臺灣', '經驗', '出發']"
874,0,違背公共政策契約的法律經濟學分析,"['違背', '公共政策', '契約', '的', '法律', '經濟學', '分析']"
875,0,刑事法實務見解NO.238,"['刑事法', '實務', '見解', 'NO.238']"
876,0,畫餅充飢的食品安全風險管控策略──簡評食品衛生管理法修正,"['畫餅', '充飢', '的', '食品安全', '風險', '管控', '策略', '─', '─', '簡評', '食品', '衛生', '管理法', '修正']"
877,0,背信罪的財產損害與共犯－－評台灣高等法院97年度矚上易字第1號刑事判決,"['背信', '罪', '的', '財產', '損害', '與', '共犯', '－', '－', '評台灣', '高等法院', '97', '年度', '矚上', '易字', '第', '1', '號', '刑事', '判決']"
878,0,檢察官訊問時的告知義務／最高院101台上6332判決,"['檢察官', '訊', '問時', '的', '告知', '義務', '／', '最高院', '101', '台上', '6332', '判決']"
879,0,論民族主義與中國民法典,"['論', '民族', '主義與', '中國', '民法典']"
880,0,我國民事審級制度的歷史考察與反思,"['我國', '民事', '審級', '制度', '的', '歷史', '考察', '與', '反思']"
881,0,論善政,['論善政']
882,0,污染行為、整治義務與責任繼受的法律關聯與憲法思辨,"['污染', '行為', '、', '整治', '義務', '與', '責任', '繼受', '的', '法律', '關聯', '與', '憲法', '思辨']"
883,0,直接或間接操縱市場行為之構成要件,"['直接', '或間', '接操', '縱', '市場', '行為', '之構', '成', '要件']"
884,0,表見代理責任之排除──銀行「可得而知」辦理美金定存之代理權限不及於購買連動債券／台高院100上202判決,"['表見', '代理', '責任', '之', '排除', '─', '─', '銀行', '「', '可得', '而', '知', '」', '辦理', '美金', '定存', '之', '代理', '權限', '不及', '於', '購買', '連動', '債券', '／', '台', '高院', '100', '上', '202', '判決']"
885,0,民法上「權利失效理論」之繼受與發展：以拆屋還地之類型為中心,"['民法', '上', '「', '權利', '失效', '理論', '」', '之繼受', '與', '發展', '：', '以', '拆屋', '還地', '之類', '型', '為', '中心']"
886,0,論我國最後貸款人制度的法律完善－－兼談中國人民銀行的核心角色,"['論', '我國', '最後貸款', '人', '制度', '的', '法律', '完善', '－', '－', '兼談', '中國', '人民', '銀行', '的', '核心', '角色']"
887,0,德國專家責任的建構－－以保護純經濟上損失的交易安全義務為基礎,"['德國', '專家責任', '的', '建構', '－', '－', '以保護', '純經濟', '上', '損失', '的', '交易', '安全', '義務為', '基礎']"
888,0,從制度演變看世界金融危機的誕生、演變與治理,"['從', '制度', '演變', '看', '世界', '金融', '危機', '的', '誕生', '、', '演變', '與', '治理']"
889,0,牛奶安全爭議與新聞自由,"['牛奶', '安全', '爭議', '與', '新聞', '自由']"
890,0,抵押人對普通保證人求償權的檢討,"['抵押', '人', '對', '普通', '保證', '人求', '償權', '的', '檢討']"
891,0,註銷國軍眷舍原眷戶之眷舍居住憑證非授益行政處分之廢止／最高行政法院102年10月份第二次庭長法官聯席會議,"['註', '銷', '國', '軍', '眷', '舍', '原', '眷', '戶', '之', '眷', '舍', '居住', '憑證', '非', '授益', '行政', '處分', '之', '廢止', '／', '最高', '行政法院', '102', '年', '10', '月份', '第二次', '庭長', '法官', '聯席會議']"
892,0,財產、合同及證明：財產權法定問題與權利的可分性,"['財產', '、', '合同', '及', '證明', '：', '財產權', '法定', '問題', '與', '權利', '的', '可分性']"
893,0,探求緊急避險的法理理由－－道德可譴責性、經濟效益和社會公平,"['探求', '緊急', '避險', '的', '法理', '理由', '－', '－', '道德', '可', '譴責性', '、', '經濟', '效益', '和', '社會', '公平']"
894,0,日本商標法對商標權效力的限制,"['日本', '商標法', '對', '商標權', '效力', '的', '限制']"
895,0,電報放貨通知單之迷惑——以臺灣基隆地方法院101年度海商第4號民事判決為中心,"['電報', '放貨', '通知', '單之', '迷惑', '—', '—', '以', '臺灣', '基隆', '地方法院', '101', '年度', '海商', '第', '4', '號', '民事', '判決', '為', '中心']"
896,0,薩維尼、霍姆斯和佔有的法經濟學分析,"['薩維尼', '、', '霍姆斯', '和', '佔', '有', '的', '法經濟學', '分析']"
897,0,汽車保險消費者權益保護問題研究,"['汽車', '保險', '消費者', '權益', '保護', '問題', '研究']"
898,0,尋找新民法典：「三思」而後行民法典的價值、格局與體系再思考,"['尋找', '新', '民法典', '：', '「', '三思', '」', '而後行', '民法典', '的', '價值', '、', '格局', '與', '體系', '再', '思考']"
899,0,法庭內的正義如何實現－－最高人民法院刑事訴訟司法解釋中法庭紀律及相關規定,"['法庭', '內', '的', '正義', '如何', '實現', '－', '－', '最高人民法院', '刑事訴訟', '司法', '解釋', '中', '法庭', '紀律', '及', '相關', '規定']"
900,0,為同一債權先後設定之抵押權是否為共同抵押,"['為', '同一', '債權', '先後設定', '之', '抵押', '權', '是否', '為', '共同', '抵押']"
901,0,可能與限度——比較法在司法裁判中的運用,"['可能', '與', '限度', '—', '—', '比較法', '在', '司法', '裁判', '中', '的', '運用']"
902,0,文書提出命令申請與審理程序——以日本民事訴訟為視角,"['文書', '提出', '命令', '申請', '與', '審理', '程序', '—', '—', '以', '日本', '民事訴訟', '為視角']"
903,0,民法第359條解除契約顯失公平之判斷標準（最高法院101年度台上字第1769號民事判決）,"['民法', '第', '359', '條', '解除', '契約', '顯失', '公平', '之判斷', '標準', '（', '最高法院', '101', '年度', '台上', '字', '第', '1769', '號', '民事', '判決', '）']"
904,0,民法第184條第2項之解釋與適用——從實務之觀點談「違反保護他人法律」之具體化,"['民法', '第', '184', '條第', '2', '項之解釋', '與', '適用', '—', '—', '從', '實務', '之', '觀點', '談', '「', '違反', '保護', '他人', '法律', '」', '之具', '體化']"
905,0,通過判決塑造認同——歐盟法院與歐洲認同,"['通過', '判決', '塑造', '認同', '—', '—', '歐盟', '法院', '與', '歐洲', '認同']"
906,0,論侵權法律實踐中純粹經濟損失及其救濟,"['論', '侵權', '法律', '實踐', '中純粹', '經濟', '損失', '及其', '救濟']"
907,0,人民陪審制度的職能異化及其克服——以民事訴訟為視角,"['人民', '陪審', '制度', '的', '職能', '異化', '及其', '克服', '—', '—', '以', '民事訴訟', '為視角']"
908,0,我國司法經驗整體化的實踐與反思－－以《最高人民法院公報》中的民事案例為對象,"['我國', '司法', '經驗', '整體化', '的', '實踐', '與', '反思', '－', '－', '以', '《', '最高人民法院', '公報', '》', '中', '的', '民事', '案例', '為', '對象']"
909,0,公私協力夥伴關係與委託公務員,"['公私', '協力夥', '伴關', '係', '與', '委', '託', '公務員']"
910,0,戴著鐐銬舞蹈——典型司法案件的法社會學鏡像,"['戴著', '鐐', '銬', '舞蹈', '—', '—', '典型', '司法', '案件', '的', '法', '社會', '學鏡', '像']"
911,0,社會轉型與人權——以孟買為住房權而鬥爭為例,"['社會', '轉型', '與', '人權', '—', '—', '以孟買', '為', '住房', '權而鬥爭', '為例']"
912,0,監護人責任歸責原則——基於《侵權責任法》第32條的解讀與思考,"['監護', '人責任', '歸責', '原則', '—', '—', '基', '於', '《', '侵權責', '任法', '》', '第', '32', '條的', '解讀', '與', '思考']"
913,0,簡析剩餘財產分配請求權的法律性質－－民法第一○三○條之一第三項的反覆修法,"['簡析', '剩餘', '財產', '分配', '請求權', '的', '法律', '性質', '－', '－', '民法', '第一', '○', '三', '○', '條', '之一', '第三', '項', '的', '反覆', '修法']"
914,0,淺談我國非傳統商標,"['淺談', '我國非', '傳統', '商標']"
915,0,比例原則在行政執行制度的運用與檢討,"['比例', '原則', '在', '行政', '執行', '制度', '的', '運用', '與', '檢討']"
916,0,鄉村司法的現代轉型與發展悖論——以鄂西南錦鎮人民法庭為中心,"['鄉村', '司法', '的', '現代', '轉型', '與', '發展', '悖論', '—', '—', '以', '鄂西', '南錦鎮', '人民法庭', '為', '中心']"
917,0,民國妻告夫妨害婚姻訴狀的文化解釋——以廣東新會檔案為例,"['民國妻', '告夫', '妨害', '婚姻', '訴狀', '的', '文化', '解釋', '—', '—', '以廣東', '新會', '檔案', '為例']"
918,0,實用工具主義法學：第四大法律理論？——薩默斯法律思想解讀,"['實用', '工具', '主義法學', '：', '第四', '大', '法律', '理論', '？', '—', '—', '薩', '默斯', '法律', '思想', '解讀']"
919,0,談民法情事變更原則的規定──側重工程案件方面觀察,"['談', '民法', '情事', '變', '更', '原則', '的', '規定', '─', '─', '側重', '工程', '案件', '方面', '觀察']"
920,0,論近期實務對於民法繼承編施行法「顯失公平」隻解釋適用,"['論', '近期', '實務', '對', '於', '民法', '繼承編', '施行', '法', '「', '顯失', '公平', '」', '隻', '解釋', '適用']"
921,0,信賴損害賠償請求權理論的建構,"['信賴', '損害', '賠償', '請求', '權理論', '的', '建構']"
922,0,現行商品責任規範的檢討,"['現行', '商品', '責任', '規範', '的', '檢討']"
923,0,共有物的裁判分割,"['共有', '物', '的', '裁判', '分割']"
924,0,對於民法第八六七條抵押權追及性之研究與建議,"['對', '於', '民法', '第八', '六七', '條', '抵押', '權追', '及性', '之', '研究', '與', '建議']"
925,0,精神疾病與雇主之職業災害補償及民事賠償責任,"['精神疾病', '與', '雇主', '之', '職業', '災害', '補償', '及', '民事', '賠償', '責任']"
926,0,論人格權民法保護範圍擴張之途徑,"['論', '人格', '權', '民法', '保護', '範圍', '擴張', '之', '途徑']"
927,0,德國民法上勞動契約的特性,"['德國', '民法', '上', '勞動', '契約', '的', '特性']"
928,0,勞動者集體爭議行動地方法制化之研究──以廣東模式為視角,"['勞動者', '集體', '爭議', '行動', '地方', '法制化', '之', '研究', '─', '─', '以廣東', '模式', '為視角']"
929,0,從以房養老看物權的自由化──再談民法作為自治與管制的工具,"['從以', '房養', '老', '看', '物權', '的', '自由化', '─', '─', '再談', '民法', '作為', '自治', '與', '管制', '的', '工具']"
930,0,論中國大陸有價證券私募之法制,"['論中', '國大陸', '有', '價證券', '私募', '之', '法制']"
931,0,論中國大陸外資審批制度──以須經審批之合同效力為中心,"['論中', '國大陸', '外資', '審批', '制度', '─', '─', '以須', '經審批', '之', '合同', '效力', '為', '中心']"
932,0,“平衡論＂與“政府法治論＂的同構性－－以政府與人民法律地位平等為視角,"['“', '平衡', '論', '＂', '與', '“', '政府', '法治', '論', '＂', '的', '同', '構性', '－', '－', '以', '政府', '與', '人民', '法律', '地位', '平等', '為視角']"
933,0,東亞繼受歐洲法的翻譯問題,"['東亞', '繼受', '歐洲法', '的', '翻譯', '問題']"
934,0,事實上密切關係之人與民法第876條之法定地上權——最高法院97年臺上字第1273號、98年臺上字第478號、99年臺上字第345號判決綜合評析,"['事實', '上', '密切', '關', '係', '之', '人', '與', '民法', '第', '876', '條之', '法定', '地上', '權', '—', '—', '最高法院', '97', '年', '臺', '上', '字', '第', '1273', '號', '、', '98', '年', '臺', '上', '字', '第', '478', '號', '、', '99', '年', '臺', '上', '字', '第', '345', '號判決', '綜合', '評析']"
935,0,民法第876條法定地上權的類推適用,"['民法', '第', '876', '條', '法定', '地上', '權的類', '推', '適用']"
936,0,最高人民法院刑事司法解釋法律淵源地位之證偽,"['最高人民法院', '刑事', '司法', '解釋', '法律', '淵源', '地位', '之證', '偽']"
937,0,權利意志論之於民法學的意義,"['權利', '意志', '論', '之', '於', '民法', '學', '的', '意義']"
938,0,走進法律經濟學：第五章 維繫社會的變與不變——「民法」初探,"['走進', '法律', '經濟學', '：', '第五章', ' ', '維', '繫', '社', '會', '的', '變', '與', '不', '變', '—', '—', '「', '民法', '」', '初探']"
939,0,從飛機旅行案看德國的民法方法論,"['從', '飛機', '旅行', '案', '看德國', '的', '民法', '方法', '論']"
940,0,民法總則講座第二講：自然人的行為能力及住所,"['民法總則', '講座', '第二', '講', '：', '自然人', '的', '行為', '能力', '及', '住所']"
941,0,兩種責任理念的碰撞與三種不同的思路－－我國民法體系矛盾的解決方案,"['兩種', '責任', '理念', '的', '碰撞', '與', '三種', '不同', '的', '思路', '－', '－', '我國', '民法', '體系', '矛盾', '的', '解決', '方案']"
942,0,民法篇,"['民法', '篇']"
943,0,區分所有建築物之專有部分與分管契約──最高法院九十九年度台上字第一一五○號民事判決,"['區分', '所有', '建築物', '之', '專有', '部分', '與', '分管', '契約', '─', '─', '最高法院', '九十九', '年度', '台上', '字', '第一一五', '○', '號', '民事', '判決']"
944,0,買受人另行交付無瑕疵之物請求權的射程範圍──以歐體消費物買賣指令及歐洲法院判決對德國民法之影響為中心,"['買受', '人', '另行', '交付', '無', '瑕疵', '之物', '請', '求權', '的', '射程', '範圍', '─', '─', '以', '歐體', '消費物', '買賣', '指令', '及', '歐洲', '法院', '判決', '對德國', '民法', '之影響', '為', '中心']"
945,0,德國民法上違反締約時說明義務之損害賠償責任－－兼論以契約之回復原狀做為損害賠償方法在我國法上適用的可能性,"['德國', '民法', '上', '違反', '締約', '時', '說', '明義務', '之', '損害', '賠償', '責任', '－', '－', '兼', '論', '以', '契', '約', '之', '回', '復', '原', '狀', '做', '為', '損害', '賠償', '方法', '在', '我', '國法', '上', '適用', '的', '可能性']"
946,0,民訴篇,"['民訴', '篇']"
947,0,從強制設置薪酬委員會談起,"['從', '強制', '設置', '薪酬', '委員會', '談起']"
948,0,大法官保護了誰？──釋字第689號的初步觀察,"['大法官', '保護', '了', '誰', '？', '─', '─', '釋字', '第', '689', '號的', '初步', '觀察']"
949,0,民法第二二七條之二增減給付或變更原有效果請求權之除斥期間及消滅時效問題──探討最高法院九十七年度台上,"['民法', '第二', '二七', '條', '之二', '增減', '給付', '或', '變', '更', '原有', '效果', '請求權', '之', '除斥', '期間', '及', '消滅', '時效', '問題', '─', '─', '探討', '最高法院', '九十七', '年度', '台上']"
950,0,批准生效合同報批義務違反之救濟──（二○○九）民申字第一○六八號裁定評釋,"['批准', '生效', '合同', '報批', '義務違', '反之', '救濟', '─', '─', '（', '二', '○', '○', '九', '）', '民申字', '第一', '○', '六八', '號', '裁定', '評釋']"
951,0,加盟契約與民法第二四七之一條之適用,"['加盟', '契約', '與', '民法', '第二', '四七', '之一', '條之', '適用']"
952,0,我國民法與英國婚姻訴訟法之比較── 以夫妻財產分配和家務勞動評價為中心,"['我國', '民法', '與', '英國', '婚姻', '訴訟法', '之', '比較', '─', '─', ' ', '以', '夫妻', '財產', '分配', '和', '家務', '勞動', '評價', '為', '中心']"
953,0,繼承制度對於繼承債權人之保護——以民法第1148條之1為中心,"['繼承', '制度', '對', '於', '繼承', '債權', '人', '之', '保護', '—', '—', '以', '民法', '第', '1148', '條之', '1', '為', '中心']"
954,0,德國醫事民法中病人與有過失之探討,"['德國', '醫事', '民法', '中', '病人', '與', '有', '過失', '之', '探討']"
955,0,違反公序良俗法律行為的類型分析--兼評最高法院民國92年度臺上字第2061號判決,"['違反', '公序良', '俗', '法律', '行為', '的', '類型', '分析', '-', '-', '兼評', '最高法院', '民國', '92', '年度', '臺', '上', '字', '第', '2061', '號判決']"
956,0,公司法‧證券交易法篇,"['公司法', '‧', '證券', '交易法', '篇']"
957,0,冒領存摺存款行為之刑責──評最高法院一百年度台上字第三二三二號判決,"['冒', '領存', '摺', '存款', '行為', '之', '刑責', '─', '─', '評', '最高法院', '一百', '年度', '台上', '字', '第三', '二三', '二號', '判決']"
958,0,中國特色案例指導制度的發展與完善,"['中國', '特色', '案例', '指導', '制度', '的', '發展', '與', '完善']"
959,0,過勞醫師疲勞駕駛交通事故致死，醫院也須負責？──日本的經驗,"['過勞', '醫師', '疲勞', '駕駛', '交通事故', '致死', '，', '醫院', '也須', '負責', '？', '─', '─', '日本', '的', '經驗']"
960,0,未生效合同及其法律後果之辨,"['未', '生效', '合同', '及其', '法律', '後', '果', '之', '辨']"
961,0,繼續性供給契約消滅之效力,"['繼續性', '供給', '契約', '消滅', '之', '效力']"
962,0,故意既遂犯的構成要件該當性,"['故意', '既', '遂', '犯', '的', '構成', '要件', '該', '當性']"
963,0,網路拍賣契約成立、生效與撤銷等基本問題之研究,"['網路', '拍', '賣', '契約', '成立', '、', '生效', '與', '撤銷', '等', '基本', '問題', '之', '研究']"
964,0,未經審批之外資股權讓與合同的效力──以「仙源案」為例,"['未經', '審批', '之外', '資股權', '讓', '與', '合同', '的', '效力', '─', '─', '以', '「', '仙源', '案', '」', '為例']"
965,0,論勞資爭議仲裁機制,"['論勞資', '爭議', '仲裁', '機制']"
966,0,談死後認領非婚生子女繼承權——簡評最高法院100年臺上字第452號判決,"['談死', '後', '認領', '非婚生子', '女繼承權', '—', '—', '簡評', '最高法院', '100', '年', '臺', '上', '字', '第', '452', '號判決']"
967,0,法務部長辦公室木門遭踹破事件,"['法務部長', '辦', '公室', '木門', '遭', '踹', '破', '事件']"
968,0,論民商事司法解釋的原則與功能──以「最高人民法院關於審理買賣合同糾紛案件適用法律問題的解釋」為例,"['論', '民商事', '司法', '解釋', '的', '原則', '與', '功能', '─', '─', '以', '「', '最高人民法院', '關於', '審理', '買賣', '合同', '糾紛', '案件', '適用', '法律', '問題', '的', '解釋', '」', '為例']"
969,0,中國大陸「侵權責任法」背景下醫療損害責任的承擔方式,"['中國大陸', '「', '侵權責', '任法', '」', '背景', '下', '醫療', '損害', '責任', '的', '承擔', '方式']"
970,0,社會秩序維護法修正評析——兼論「社會秩序維護法」之存、廢,"['社會', '秩序', '維護法', '修正', '評析', '—', '—', '兼論', '「', '社會', '秩序', '維護法', '」', '之存', '、', '廢']"
971,0,中國礦業權流轉制度的反思與重構,"['中國', '礦業權', '流轉', '制度', '的', '反思', '與', '重構']"
972,0,論監護人對被監護人侵權行為的替代責任,"['論監護', '人', '對', '被', '監護人', '侵權', '行為', '的', '替代', '責任']"
973,0,民訴法修訂背景下對訴調對接機制的思考,"['民訴法', '修訂', '背景', '下', '對訴', '調對', '接機制', '的', '思考']"
974,0,論我國人民法院的憲法解釋和違憲審查提請權－－以立法法第十九條的規定為視角,"['論', '我國', '人民法院', '的', '憲法', '解釋', '和', '違憲', '審查', '提請權', '－', '－', '以', '立法法', '第十九', '條的', '規定', '為', '視角']"
975,0,中國特色社會主義民法學理論研究,"['中國', '特色', '社會', '主義', '民法', '學理論', '研究']"
976,0,論我國反腐敗刑事法制的完善,"['論', '我國', '反腐', '敗', '刑事', '法制', '的', '完善']"
977,0,關於出版社合同立法的反思與重構──兼議著作權法修改草案中的相關規定,"['關於', '出版社', '合同', '立法', '的', '反思', '與', '重構', '─', '─', '兼議', '著作', '權法', '修改草案', '中', '的', '相關', '規定']"
978,0,立法原意應當如何探尋：對《人民檢察院刑事訴訟規則(試行)》的整體評論,"['立法', '原意', '應當', '如何', '探尋', '：', '對', '《', '人民', '檢', '察院', '刑事訴訟', '規則', '(', '試行', ')', '》', '的', '整體', '評論']"
979,0,PACL與韓國民法修改,"['PACL', '與', '韓國', '民法', '修改']"
980,0,中國特色社會主義社會法學理論研究,"['中國', '特色', '社會', '主義社會', '法學理論', '研究']"
981,0,公司非相關連性商事擔保的規範適用分析,"['公司', '非相關', '連性', '商事', '擔保', '的', '規範', '適用', '分析']"
982,0,論被告人的閱卷權,"['論', '被告人', '的', '閱卷權']"
983,0,從日本民法典到PACL,"['從', '日本', '民法典', '到', 'PACL']"
984,0,論伊利的憲法解釋方法,"['論', '伊利', '的', '憲法', '解釋', '方法']"
985,0,我國保險資金運用法律規則的審視與優化,"['我國', '保險', '資金運用', '法律', '規則', '的', '審視', '與', '優化']"
986,0,非金融機構貸款人融資機制研究,"['非金融', '機構', '貸款', '人融', '資機制', '研究']"
987,0,論歐盟國際制裁法律基礎的革新,"['論', '歐盟', '國際', '制裁', '法律', '基礎', '的', '革新']"
988,0,論行政法實施過程的全面動態考察,"['論', '行政法', '實施', '過程', '的', '全面', '動態', '考察']"
989,0,美國公司法公司機會原則探析──以美國緬因州東北海岸高爾夫俱樂部訴哈里斯案為例,"['美國', '公司法', '公司', '機會', '原則', '探析', '─', '─', '以美國', '緬', '因州東', '北海岸', '高爾夫', '俱樂部訴', '哈里斯', '案為例']"
990,0,論沿海國對其金屬經濟區內船舶汙染的立法管轄權,"['論', '沿海', '國對', '其金屬', '經濟區', '內', '船舶', '汙染', '的', '立法', '管轄權']"
